"season","round.roundNumber","match.name","match.homeTeamId","match.awayTeamId","del_position","del_defense","del_offense","del_winning","home_win"
2015,1,"Brisbane Lions Vs Collingwood","CD_T20","CD_T40",-0.222222222222222,-0.0555555555555556,0.166666666666667,0,0
2015,1,"Western Bulldogs Vs West Coast Eagles","CD_T140","CD_T150",-0.277777777777778,-0.611111111111111,-0.611111111111111,-3,1
2015,1,"St Kilda Vs GWS Giants","CD_T130","CD_T1010",-0.111111111111111,-0.444444444444444,-0.166666666666667,-2,0
2015,1,"Adelaide Crows Vs North Melbourne","CD_T10","CD_T100",-0.222222222222222,-0.166666666666667,0.0555555555555556,-2,1
2015,1,"Fremantle Vs Port Adelaide","CD_T60","CD_T110",0.0555555555555556,-0.0555555555555556,0.111111111111111,2,1
2015,1,"Hawthorn Vs Geelong Cats","CD_T80","CD_T70",0.0555555555555556,0.222222222222222,0.0555555555555556,0,1
2015,2,"West Coast Eagles Vs Carlton","CD_T150","CD_T30",0.277777777777778,0.277777777777778,0.722222222222222,0,1
2015,2,"Richmond Vs Western Bulldogs","CD_T120","CD_T140",0.277777777777778,0.666666666666667,-0.0555555555555556,0,0
2015,2,"GWS Giants Vs Melbourne","CD_T1010","CD_T90",-0.166666666666667,0.388888888888889,0.333333333333333,0,1
2015,2,"Collingwood Vs Adelaide Crows","CD_T40","CD_T10",-0.277777777777778,-0.444444444444444,-0.944444444444444,0,0
2015,2,"Gold Coast Suns Vs St Kilda","CD_T1000","CD_T130",-0.166666666666667,0.222222222222222,0.111111111111111,0,0
2015,2,"Port Adelaide Vs Sydney Swans","CD_T110","CD_T160",-0.277777777777778,-0.0555555555555556,-0.277777777777778,-1,0
2015,2,"Geelong Cats Vs Fremantle","CD_T70","CD_T60",-0.444444444444444,-0.277777777777778,-0.166666666666667,-1,0
2015,2,"Essendon Vs Hawthorn","CD_T50","CD_T80",-0.666666666666667,-0.222222222222222,-0.5,-1,1
2015,2,"North Melbourne Vs Brisbane Lions","CD_T100","CD_T20",-0.277777777777778,0.388888888888889,0.5,0,1
